templateId,monster,rarity,slot,skillId,skillName,elements,unique,growth,runtimeOverride,level,target,cooldown,effects
"slime","スライム","★3","S3","slime_s3_b","毒噴射","GRASS|WATER","","levelOverrides","false","4","ALL_ENEMIES","5","ダメージ倍率 1.30倍 × 2回 / 85%で毒1スタック (1スタックにつき最大HPの6%、最大5スタック、2ターン)"
"slime","スライム","★3","S3","slime_s3_b","毒噴射","GRASS|WATER","","levelOverrides","false","5","ALL_ENEMIES","4","ダメージ倍率 1.30倍 × 2回 / 85%で毒1スタック (1スタックにつき最大HPの6%、最大5スタック、3ターン)"
"slime","スライム","★3","S3","slime_s3_c","スラフラッシュ","ELECTRIC","","levelOverrides","false","1","ALL_ENEMIES","4","ダメージ倍率 1.50倍 / 75%で暗闇 (2ターン、攻撃時50%でダメージ-75%・追加効果なし)"
"slime","スライム","★3","S3","slime_s3_c","スラフラッシュ","ELECTRIC","","levelOverrides","false","2","ALL_ENEMIES","4","ダメージ倍率 1.60倍 / 80%で暗闇 (2ターン、攻撃時50%でダメージ-75%・追加効果なし)"
"slime","スライム","★3","S3","slime_s3_c","スラフラッシュ","ELECTRIC","","levelOverrides","false","3","ALL_ENEMIES","4","ダメージ倍率 1.70倍 / 85%で暗闇 (2ターン、攻撃時50%でダメージ-75%・追加効果なし)"
"slime","スライム","★3","S3","slime_s3_c","スラフラッシュ","ELECTRIC","","levelOverrides","false","4","ALL_ENEMIES","4","ダメージ倍率 1.80倍 / 90%で暗闇 (2ターン、攻撃時50%でダメージ-75%・追加効果なし)"
"slime","スライム","★3","S3","slime_s3_c","スラフラッシュ","ELECTRIC","","levelOverrides","false","5","ALL_ENEMIES","3","ダメージ倍率 1.80倍 / 90%で暗闇 (2ターン、攻撃時50%でダメージ-75%・追加効果なし)"
"slime","スライム","★3","S3","slime_s3_light","セイントスラッシュ","LIGHT","LIGHT","levelOverrides","false","1","ALL_ENEMIES","4","ダメージ倍率 1.50倍 / 70%で暗闇 (2ターン、攻撃時50%でダメージ-75%・追加効果なし) / 与えたダメージの20%を自身が回復"
"slime","スライム","★3","S3","slime_s3_light","セイントスラッシュ","LIGHT","LIGHT","levelOverrides","false","2","ALL_ENEMIES","4","ダメージ倍率 1.60倍 / 75%で暗闇 (2ターン、攻撃時50%でダメージ-75%・追加効果なし) / 与えたダメージの22%を自身が回復"
"slime","スライム","★3","S3","slime_s3_light","セイントスラッシュ","LIGHT","LIGHT","levelOverrides","false","3","ALL_ENEMIES","4","ダメージ倍率 1.70倍 / 85%で暗闇 (2ターン、攻撃時50%でダメージ-75%・追加効果なし) / 与えたダメージの23%を自身が回復"
"slime","スライム","★3","S3","slime_s3_light","セイントスラッシュ","LIGHT","LIGHT","levelOverrides","false","4","ALL_ENEMIES","4","ダメージ倍率 1.80倍 / 85%で暗闇 (2ターン、攻撃時50%でダメージ-75%・追加効果なし) / 与えたダメージの25%を自身が回復"
"slime","スライム","★3","S3","slime_s3_light","セイントスラッシュ","LIGHT","LIGHT","levelOverrides","false","5","ALL_ENEMIES","3","ダメージ倍率 1.80倍 / 85%で暗闇 (2ターン、攻撃時50%でダメージ-75%・追加効果なし) / 与えたダメージの25%を自身が回復"
"slime","スライム","★3","S3","slime_s3_dark","アビススラッジ","DARK","DARK","levelOverrides","false","1","ALL_ENEMIES","4","ダメージ倍率 1.30倍 × 2回 / 80%で毒1スタック (1スタックにつき最大HPの6%、最大5スタック、3ターン)"
"slime","スライム","★3","S3","slime_s3_dark","アビススラッジ","DARK","DARK","levelOverrides","false","2","ALL_ENEMIES","4","ダメージ倍率 1.40倍 × 2回 / 85%で毒1スタック (1スタックにつき最大HPの7%、最大5スタック、3ターン)"
"slime","スライム","★3","S3","slime_s3_dark","アビススラッジ","DARK","DARK","levelOverrides","false","3","ALL_ENEMIES","4","ダメージ倍率 1.50倍 × 2回 / 90%で毒1スタック (1スタックにつき最大HPの7%、最大5スタック、3ターン)"
"slime","スライム","★3","S3","slime_s3_dark","アビススラッジ","DARK","DARK","levelOverrides","false","4","ALL_ENEMIES","4","ダメージ倍率 1.55倍 × 2回 / 95%で毒1スタック (1スタックにつき最大HPの8%、最大5スタック、3ターン)"
"slime","スライム","★3","S3","slime_s3_dark","アビススラッジ","DARK","DARK","levelOverrides","false","5","ALL_ENEMIES","3","ダメージ倍率 1.55倍 × 2回 / 95%で毒1スタック (1スタックにつき最大HPの8%、最大5スタック、4ターン)"
"wolf","ウルフ","★3","S1","wolf_s1","かみつく","FIRE|GRASS|ELECTRIC|WATER|LIGHT|DARK","","levelOverrides","false","1","SINGLE_ENEMY","0","ダメージ倍率 0.80倍(自身の速度が高いほど上昇)"
"wolf","ウルフ","★3","S1","wolf_s1","かみつく","FIRE|GRASS|ELECTRIC|WATER|LIGHT|DARK","","levelOverrides","false","2","SINGLE_ENEMY","0","ダメージ倍率 0.85倍(自身の速度が高いほど上昇)"
"wolf","ウルフ","★3","S1","wolf_s1","かみつく","FIRE|GRASS|ELECTRIC|WATER|LIGHT|DARK","","levelOverrides","false","3","SINGLE_ENEMY","0","ダメージ倍率 0.90倍(自身の速度が高いほど上昇)"
"wolf","ウルフ","★3","S1","wolf_s1","かみつく","FIRE|GRASS|ELECTRIC|WATER|LIGHT|DARK","","levelOverrides","false","4","SINGLE_ENEMY","0","ダメージ倍率 0.95倍(自身の速度が高いほど上昇)"
"wolf","ウルフ","★3","S1","wolf_s1","かみつく","FIRE|GRASS|ELECTRIC|WATER|LIGHT|DARK","","levelOverrides","false","5","SINGLE_ENEMY","0","ダメージ倍率 1.00倍(自身の速度が高いほど上昇)"
"wolf","ウルフ","★3","S2","wolf_s2_a","ふいうちの牙","FIRE|WATER","","levelOverrides","false","1","SINGLE_ENEMY","2","ダメージ倍率 0.45倍 × 2回(自身の速度が高いほど上昇)(防御力無視)"
"wolf","ウルフ","★3","S2","wolf_s2_a","ふいうちの牙","FIRE|WATER","","levelOverrides","false","2","SINGLE_ENEMY","2","ダメージ倍率 0.50倍 × 2回(自身の速度が高いほど上昇)(防御力無視)"
"wolf","ウルフ","★3","S2","wolf_s2_a","ふいうちの牙","FIRE|WATER","","levelOverrides","false","3","SINGLE_ENEMY","2","ダメージ倍率 0.50倍 × 2回(自身の速度が高いほど上昇)(防御力無視)"
"wolf","ウルフ","★3","S2","wolf_s2_a","ふいうちの牙","FIRE|WATER","","levelOverrides","false","4","SINGLE_ENEMY","2","ダメージ倍率 0.55倍 × 2回(自身の速度が高いほど上昇)(防御力無視)"
"wolf","ウルフ","★3","S2","wolf_s2_a","ふいうちの牙","FIRE|WATER","","levelOverrides","false","5","SINGLE_ENEMY","1","ダメージ倍率 0.55倍 × 2回(自身の速度が高いほど上昇)(防御力無視)"
"wolf","ウルフ","★3","S2","wolf_s2_b","いあつ","GRASS|LIGHT","","levelOverrides","false","1","ALL_ENEMIES","3","50%で有利な効果(シールド・無効・能力上昇)を解除 / 70%で攻撃力-50% (2ターン)"
"wolf","ウルフ","★3","S2","wolf_s2_b","いあつ","GRASS|LIGHT","","levelOverrides","false","2","ALL_ENEMIES","3","60%で有利な効果(シールド・無効・能力上昇)を解除 / 75%で攻撃力-50% (2ターン)"
"wolf","ウルフ","★3","S2","wolf_s2_b","いあつ","GRASS|LIGHT","","levelOverrides","false","3","ALL_ENEMIES","3","75%で有利な効果(シールド・無効・能力上昇)を解除 / 80%で攻撃力-50% (2ターン)"
"wolf","ウルフ","★3","S2","wolf_s2_b","いあつ","GRASS|LIGHT","","levelOverrides","false","4","ALL_ENEMIES","3","75%で有利な効果(シールド・無効・能力上昇)を解除 / 85%で攻撃力-50% (2ターン)"
"wolf","ウルフ","★3","S2","wolf_s2_b","いあつ","GRASS|LIGHT","","levelOverrides","false","5","ALL_ENEMIES","2","75%で有利な効果(シールド・無効・能力上昇)を解除 / 85%で攻撃力-50% (2ターン)"
"wolf","ウルフ","★3","S2","wolf_s2_c","するどいツメ","ELECTRIC|DARK","","levelOverrides","false","1","SINGLE_ENEMY","3","ダメージ倍率 1.65倍 / 毒1スタック (1スタックにつき最大HPの5%、最大5スタック、2ターン) / 70%で治癒阻害 (2ターン、回復を受けられない)"
"wolf","ウルフ","★3","S2","wolf_s2_c","するどいツメ","ELECTRIC|DARK","","levelOverrides","false","2","SINGLE_ENEMY","3","ダメージ倍率 1.80倍 / 毒1スタック (1スタックにつき最大HPの6%、最大5スタック、2ターン) / 75%で治癒阻害 (2ターン、回復を受けられない)"
"wolf","ウルフ","★3","S2","wolf_s2_c","するどいツメ","ELECTRIC|DARK","","levelOverrides","false","3","SINGLE_ENEMY","3","ダメージ倍率 1.85倍 / 毒1スタック (1スタックにつき最大HPの6%、最大5スタック、2ターン) / 85%で治癒阻害 (2ターン、回復を受けられない)"
"wolf","ウルフ","★3","S2","wolf_s2_c","するどいツメ","ELECTRIC|DARK","","levelOverrides","false","4","SINGLE_ENEMY","3","ダメージ倍率 1.95倍 / 毒1スタック (1スタックにつき最大HPの6%、最大5スタック、2ターン) / 85%で治癒阻害 (2ターン、回復を受けられない)"
"wolf","ウルフ","★3","S2","wolf_s2_c","するどいツメ","ELECTRIC|DARK","","levelOverrides","false","5","SINGLE_ENEMY","2","ダメージ倍率 1.95倍 / 毒1スタック (1スタックにつき最大HPの6%、最大5スタック、2ターン) / 85%で治癒阻害 (3ターン、回復を受けられない)"
"wolf","ウルフ","★3","S3","wolf_s3_a","全力の一撃","FIRE","","levelOverrides","false","1","SINGLE_ENEMY","4","ダメージ倍率 2.80倍(自身の速度が高いほど上昇) 対象HP50%以下で最終ダメージ+30% / 50%でスタン (1ターン)"
"wolf","ウルフ","★3","S3","wolf_s3_a","全力の一撃","FIRE","","levelOverrides","false","2","SINGLE_ENEMY","4","ダメージ倍率 3.00倍(自身の速度が高いほど上昇) 対象HP50%以下で最終ダメージ+30% / 55%でスタン (1ターン)"
"wolf","ウルフ","★3","S3","wolf_s3_a","全力の一撃","FIRE","","levelOverrides","false","3","SINGLE_ENEMY","4","ダメージ倍率 3.15倍(自身の速度が高いほど上昇) 対象HP50%以下で最終ダメージ+30% / 65%でスタン (1ターン)"
"wolf","ウルフ","★3","S3","wolf_s3_a","全力の一撃","FIRE","","levelOverrides","false","4","SINGLE_ENEMY","4","ダメージ倍率 3.30倍(自身の速度が高いほど上昇) 対象HP50%以下で最終ダメージ+30% / 65%でスタン (1ターン)"
"wolf","ウルフ","★3","S3","wolf_s3_a","全力の一撃","FIRE","","levelOverrides","false","5","SINGLE_ENEMY","3","ダメージ倍率 3.30倍(自身の速度が高いほど上昇) 対象HP50%以下で最終ダメージ+30% / 65%でスタン (1ターン)"
"wolf","ウルフ","★3","S3","wolf_s3_b","ウルフスラッシュ","GRASS|WATER","","levelOverrides","false","1","SINGLE_ENEMY","4","ダメージ倍率 0.95倍 × 3回。各ヒットごとに: 25%で防御力-75% (2ターン)"
"wolf","ウルフ","★3","S3","wolf_s3_b","ウルフスラッシュ","GRASS|WATER","","levelOverrides","false","2","SINGLE_ENEMY","4","ダメージ倍率 1.00倍 × 3回。各ヒットごとに: 25%で防御力-75% (2ターン)"
"wolf","ウルフ","★3","S3","wolf_s3_b","ウルフスラッシュ","GRASS|WATER","","levelOverrides","false","3","SINGLE_ENEMY","4","ダメージ倍率 1.00倍 × 3回。各ヒットごとに: 35%で防御力-75% (2ターン)"
"wolf","ウルフ","★3","S3","wolf_s3_b","ウルフスラッシュ","GRASS|WATER","","levelOverrides","false","4","SINGLE_ENEMY","4","ダメージ倍率 1.00倍 × 3回。各ヒットごとに: 35%で防御力-75% (2ターン)"
"wolf","ウルフ","★3","S3","wolf_s3_b","ウルフスラッシュ","GRASS|WATER","","levelOverrides","false","5","SINGLE_ENEMY","3","ダメージ倍率 1.00倍 × 3回。各ヒットごとに: 35%で防御力-75% (2ターン)"
"wolf","ウルフ","★3","S3","wolf_s3_c","はやての号令","ELECTRIC","","levelOverrides","false","1","ALL_ALLIES","4","行動ゲージ+20% / 速度+20% (2ターン) / 使用後、即時に追加ターンを獲得 / extraTurn=true"
"wolf","ウルフ","★3","S3","wolf_s3_c","はやての号令","ELECTRIC","","levelOverrides","false","2","ALL_ALLIES","4","行動ゲージ+25% / 速度+20% (2ターン) / 使用後、即時に追加ターンを獲得 / extraTurn=true"
"wolf","ウルフ","★3","S3","wolf_s3_c","はやての号令","ELECTRIC","","levelOverrides","false","3","ALL_ALLIES","4","行動ゲージ+30% / 速度+20% (2ターン) / 使用後、即時に追加ターンを獲得 / extraTurn=true"
"wolf","ウルフ","★3","S3","wolf_s3_c","はやての号令","ELECTRIC","","levelOverrides","false","4","ALL_ALLIES","4","行動ゲージ+35% / 速度+20% (2ターン) / 使用後、即時に追加ターンを獲得 / extraTurn=true"
"wolf","ウルフ","★3","S3","wolf_s3_c","はやての号令","ELECTRIC","","levelOverrides","false","5","ALL_ALLIES","3","行動ゲージ+35% / 速度+20% (3ターン) / 使用後、即時に追加ターンを獲得 / extraTurn=true"
"wolf","ウルフ","★3","S3","wolf_s3_light","ホーリーファング","LIGHT","LIGHT","levelOverrides","false","1","SINGLE_ENEMY","4","ダメージ倍率 3.60倍(自身の速度が高いほど上昇) / 行動ゲージを30%吸収"
"wolf","ウルフ","★3","S3","wolf_s3_light","ホーリーファング","LIGHT","LIGHT","levelOverrides","false","2","SINGLE_ENEMY","4","ダメージ倍率 3.85倍(自身の速度が高いほど上昇) / 行動ゲージを35%吸収"
"wolf","ウルフ","★3","S3","wolf_s3_light","ホーリーファング","LIGHT","LIGHT","levelOverrides","false","3","SINGLE_ENEMY","4","ダメージ倍率 4.05倍(自身の速度が高いほど上昇) / 行動ゲージを35%吸収"
"wolf","ウルフ","★3","S3","wolf_s3_light","ホーリーファング","LIGHT","LIGHT","levelOverrides","false","4","SINGLE_ENEMY","4","ダメージ倍率 4.25倍(自身の速度が高いほど上昇) / 行動ゲージを40%吸収"
"wolf","ウルフ","★3","S3","wolf_s3_light","ホーリーファング","LIGHT","LIGHT","levelOverrides","false","5","SINGLE_ENEMY","3","ダメージ倍率 4.25倍(自身の速度が高いほど上昇) / 行動ゲージを40%吸収"
"wolf","ウルフ","★3","S3","wolf_s3_dark","シャドウレンド","DARK","DARK","levelOverrides","false","1","SINGLE_ENEMY","4","ダメージ倍率 1.55倍 × 3回。各ヒットごとに: 30%で速度-30% (2ターン) / 与えたダメージの30%を自身が回復"
"wolf","ウルフ","★3","S3","wolf_s3_dark","シャドウレンド","DARK","DARK","levelOverrides","false","2","SINGLE_ENEMY","4","ダメージ倍率 1.60倍 × 3回。各ヒットごとに: 40%で速度-30% (2ターン) / 与えたダメージの32%を自身が回復"
"wolf","ウルフ","★3","S3","wolf_s3_dark","シャドウレンド","DARK","DARK","levelOverrides","false","3","SINGLE_ENEMY","4","ダメージ倍率 1.70倍 × 3回。各ヒットごとに: 40%で速度-30% (2ターン) / 与えたダメージの35%を自身が回復"
"wolf","ウルフ","★3","S3","wolf_s3_dark","シャドウレンド","DARK","DARK","levelOverrides","false","4","SINGLE_ENEMY","4","ダメージ倍率 1.80倍 × 3回。各ヒットごとに: 40%で速度-30% (2ターン) / 与えたダメージの36%を自身が回復"
"wolf","ウルフ","★3","S3","wolf_s3_dark","シャドウレンド","DARK","DARK","levelOverrides","false","5","SINGLE_ENEMY","3","ダメージ倍率 1.80倍 × 3回。各ヒットごとに: 40%で速度-30% (2ターン) / 与えたダメージの36%を自身が回復"
"golem","ゴーレム","★3","S1","golem_s1","たいあたり","FIRE|GRASS|ELECTRIC|WATER|LIGHT|DARK","","levelOverrides","false","1","SINGLE_ENEMY","0","ダメージ倍率 0.70倍(防御力の85%を加算)"
"golem","ゴーレム","★3","S1","golem_s1","たいあたり","FIRE|GRASS|ELECTRIC|WATER|LIGHT|DARK","","levelOverrides","false","2","SINGLE_ENEMY","0","ダメージ倍率 0.75倍(防御力の95%を加算)"
"golem","ゴーレム","★3","S1","golem_s1","たいあたり","FIRE|GRASS|ELECTRIC|WATER|LIGHT|DARK","","levelOverrides","false","3","SINGLE_ENEMY","0","ダメージ倍率 0.80倍(防御力の105%を加算)"
"golem","ゴーレム","★3","S1","golem_s1","たいあたり","FIRE|GRASS|ELECTRIC|WATER|LIGHT|DARK","","levelOverrides","false","4","SINGLE_ENEMY","0","ダメージ倍率 0.85倍(防御力の105%を加算)"
"golem","ゴーレム","★3","S1","golem_s1","たいあたり","FIRE|GRASS|ELECTRIC|WATER|LIGHT|DARK","","levelOverrides","false","5","SINGLE_ENEMY","0","ダメージ倍率 0.90倍(防御力の105%を加算)"
"golem","ゴーレム","★3","S2","golem_s2_a","岩石落とし","FIRE|WATER","","levelOverrides","false","1","ALL_ENEMIES","3","ダメージ倍率 0.95倍(防御力の120%を加算)"
"golem","ゴーレム","★3","S2","golem_s2_a","岩石落とし","FIRE|WATER","","levelOverrides","false","2","ALL_ENEMIES","3","ダメージ倍率 0.95倍(防御力の130%を加算)"
"golem","ゴーレム","★3","S2","golem_s2_a","岩石落とし","FIRE|WATER","","levelOverrides","false","3","ALL_ENEMIES","3","ダメージ倍率 1.05倍(防御力の140%を加算)"
"golem","ゴーレム","★3","S2","golem_s2_a","岩石落とし","FIRE|WATER","","levelOverrides","false","4","ALL_ENEMIES","3","ダメージ倍率 1.10倍(防御力の140%を加算)"
"golem","ゴーレム","★3","S2","golem_s2_a","岩石落とし","FIRE|WATER","","levelOverrides","false","5","ALL_ENEMIES","2","ダメージ倍率 1.10倍(防御力の140%を加算)"
"golem","ゴーレム","★3","S2","golem_s2_b","たいあたりラッシュ","GRASS|LIGHT","","levelOverrides","false","1","ALL_ENEMIES","3","ダメージ倍率 0.48倍 × 3回(防御力の80%を加算)"
"golem","ゴーレム","★3","S2","golem_s2_b","たいあたりラッシュ","GRASS|LIGHT","","levelOverrides","false","2","ALL_ENEMIES","3","ダメージ倍率 0.52倍 × 3回(防御力の85%を加算)"
"golem","ゴーレム","★3","S2","golem_s2_b","たいあたりラッシュ","GRASS|LIGHT","","levelOverrides","false","3","ALL_ENEMIES","3","ダメージ倍率 0.52倍 × 3回(防御力の85%を加算)"
"golem","ゴーレム","★3","S2","golem_s2_b","たいあたりラッシュ","GRASS|LIGHT","","levelOverrides","false","4","ALL_ENEMIES","3","ダメージ倍率 0.55倍 × 3回(防御力の85%を加算)"
"golem","ゴーレム","★3","S2","golem_s2_b","たいあたりラッシュ","GRASS|LIGHT","","levelOverrides","false","5","ALL_ENEMIES","2","ダメージ倍率 0.55倍 × 3回(防御力の85%を加算)"
"golem","ゴーレム","★3","S2","golem_s2_c","いわくだき","ELECTRIC|DARK","","levelOverrides","false","1","SINGLE_ENEMY","3","ダメージ倍率 1.50倍(防御力の60%を加算) / 85%で防御力-75% (2ターン)"
"golem","ゴーレム","★3","S2","golem_s2_c","いわくだき","ELECTRIC|DARK","","levelOverrides","false","2","SINGLE_ENEMY","3","ダメージ倍率 1.60倍(防御力の65%を加算) / 95%で防御力-75% (2ターン)"
"golem","ゴーレム","★3","S2","golem_s2_c","いわくだき","ELECTRIC|DARK","","levelOverrides","false","3","SINGLE_ENEMY","3","ダメージ倍率 1.70倍(防御力の65%を加算) / 100%で防御力-75% (2ターン)"
"golem","ゴーレム","★3","S2","golem_s2_c","いわくだき","ELECTRIC|DARK","","levelOverrides","false","4","SINGLE_ENEMY","3","ダメージ倍率 1.80倍(防御力の75%を加算) / 100%で防御力-75% (2ターン)"
"golem","ゴーレム","★3","S2","golem_s2_c","いわくだき","ELECTRIC|DARK","","levelOverrides","false","5","SINGLE_ENEMY","2","ダメージ倍率 1.80倍(防御力の75%を加算) / 100%で防御力-75% (3ターン)"
"golem","ゴーレム","★3","S3","golem_s3_b","溶岩落とし","FIRE","","levelOverrides","false","1","ALL_ENEMIES","4","ダメージ倍率 1.20倍(防御力の75%を加算) / 100%で火傷 (2ターン、自身のターン終了時に自身の攻撃力分のダメージ)"
"golem","ゴーレム","★3","S3","golem_s3_b","溶岩落とし","FIRE","","levelOverrides","false","2","ALL_ENEMIES","4","ダメージ倍率 1.30倍(防御力の80%を加算) / 100%で火傷 (2ターン、自身のターン終了時に自身の攻撃力分のダメージ)"
"golem","ゴーレム","★3","S3","golem_s3_b","溶岩落とし","FIRE","","levelOverrides","false","3","ALL_ENEMIES","4","ダメージ倍率 1.35倍(防御力の80%を加算) / 100%で火傷 (2ターン、自身のターン終了時に自身の攻撃力分のダメージ)"
"golem","ゴーレム","★3","S3","golem_s3_b","溶岩落とし","FIRE","","levelOverrides","false","4","ALL_ENEMIES","4","ダメージ倍率 1.45倍(防御力の90%を加算) / 100%で火傷 (2ターン、自身のターン終了時に自身の攻撃力分のダメージ)"
"golem","ゴーレム","★3","S3","golem_s3_b","溶岩落とし","FIRE","","levelOverrides","false","5","ALL_ENEMIES","3","ダメージ倍率 1.45倍(防御力の90%を加算) / 100%で火傷 (2ターン、自身のターン終了時に自身の攻撃力分のダメージ)"
"golem","ゴーレム","★3","S3","golem_s3_a","てっぺき","GRASS|WATER","","generic","false","1","ALL_ALLIES","4","シールド 最大HPの20% (2ターン、ダメージを肩代わり)"
"golem","ゴーレム","★3","S3","golem_s3_a","てっぺき","GRASS|WATER","","generic","false","2","ALL_ALLIES","4","シールド 最大HPの21% (2ターン、ダメージを肩代わり)"
"golem","ゴーレム","★3","S3","golem_s3_a","てっぺき","GRASS|WATER","","generic","false","3","ALL_ALLIES","4","シールド 最大HPの22% (2ターン、ダメージを肩代わり)"
